0	0.084128	0.66443	1.33374	0.251442	0.859086
0.05	0.084644	0.67376	1.35425	0.241596	0.836551
0.1	0.085806	0.682074	1.36632	0.23212	0.781757
0.15	0.0865	0.691358	1.38728	0.222142	0.75545
0.2	0.088216	0.700584	1.40161	0.2112	2.37227
0.25	0.088926	0.710744	1.42298	0.20033	47.7055
0.3	0.090854	0.719538	1.4475	0.189608	0.64472
0.35	0.09176	0.728632	1.46127	0.179608	0.609155
0.4	0.093552	0.739832	1.48508	0.166616	0.572266
0.45	0.095444	0.74787	1.49693	0.156686	7.04459
0.5	0.095494	0.760942	1.53046	0.143564	0.49079
0.55	0.096834	0.771942	1.54341	0.131224	0.457004
0.6	0.098844	0.782558	1.56552	0.118598	0.445267
0.65	0.09956	0.795576	1.5946	0.104864	0.360138
0.7	0.101974	0.806698	1.61404	0.091328	41.219
0.75	0.103402	0.818322	1.64238	0.078276	0.557295
0.8	0.104922	0.832506	1.67549	0.062572	0.212358
0.85	0.106422	0.84572	1.69664	0.047858	1.06562
0.9	0.108012	0.859486	1.72434	0.032502	0.107488
