0	0.082886	0.596828	1.15265	0.320286	0.988719
0.05	0.084172	0.607174	1.16946	0.308654	1.01119
0.1	0.08574	0.617302	1.18776	0.296958	0.926706
0.15	0.087312	0.62675	1.20632	0.285938	0.895823
0.2	0.088622	0.63816	1.22884	0.273218	0.837722
0.25	0.089332	0.649886	1.25412	0.260782	0.906216
0.3	0.091638	0.660164	1.27521	0.248198	0.82171
0.35	0.093228	0.672412	1.30005	0.23436	3.96375
0.4	0.095068	0.684484	1.31889	0.220448	81.21
0.45	0.097214	0.696746	1.34527	0.20604	0.866473
0.5	0.098	0.711122	1.36863	0.190878	4.20494
0.55	0.101498	0.72281	1.39205	0.175692	0.724391
0.6	0.10316	0.737786	1.42307	0.159054	56.3486
0.65	0.104464	0.753464	1.45379	0.142072	0.784963
0.7	0.107024	0.769346	1.48588	0.12363	0.406346
0.75	0.108668	0.785368	1.51425	0.105964	0.328844
0.8	0.111736	0.802372	1.54411	0.085892	0.26772
0.85	0.113988	0.81986	1.57988	0.066152	0.205633
0.9	0.117482	0.83741	1.61786	0.045108	0.142566
