0	0.08439	0.697252	1.43113	0.218358	0.798685
0.05	0.08504	0.705726	1.4466	0.209234	0.757087
0.1	0.08599	0.713608	1.46627	0.200402	0.73276
0.15	0.08705	0.721912	1.48254	0.191038	0.685661
0.2	0.0879	0.730066	1.49743	0.182034	0.651785
0.25	0.08864	0.738444	1.51263	0.172916	0.614702
0.3	0.089322	0.747556	1.5303	0.163122	16.6917
0.35	0.091518	0.755646	1.55102	0.152836	0.555662
0.4	0.092254	0.763876	1.56875	0.14387	32.1168
0.45	0.093538	0.77385	1.58499	0.132612	2.414
0.5	0.094172	0.783732	1.60481	0.122096	1.73517
0.55	0.094856	0.793984	1.6235	0.11116	0.39462
0.6	0.097122	0.802654	1.64855	0.100224	0.361529
0.65	0.09819	0.812428	1.65721	0.089382	0.31969
0.7	0.099086	0.824522	1.69123	0.076392	0.278382
0.75	0.100514	0.834472	1.71175	0.065014	0.322742
0.8	0.10201	0.844696	1.72804	0.053294	0.190328
0.85	0.103384	0.855972	1.75756	0.040644	0.149958
0.9	0.10487	0.867798	1.77694	0.027332	0.097716
